x,y
256.601256042,0.009899765
256.6002301241432,0.01336041
256.5992042062864,0.011034684
256.59817828842955,0.012788899
256.59715237057276,0.004253147
256.59612645271596,-0.004408786
256.5951005348591,-0.0033895525
256.5940746170023,-0.017021181
256.5930486991455,-0.0059668147
256.5920227812887,0.0071374574
256.5909968634319,-0.0011173582
256.5899709455751,0.006919186
256.58894502771824,-0.0037701435
256.58791910986145,-0.0065995967
256.58689319200465,0.00064720993
256.5858672741478,-0.0037450108
256.584841356291,-0.006744545
256.5838154384342,-0.010265292
256.58278952057736,-0.011168201
256.58176360272057,-0.009313588
256.5807376848638,0.001232274
256.579711767007,0.0006770093
256.57868584915013,-0.0025273992
256.57765993129334,0.004160435
256.57663401343655,0.0064452495
256.5756080955797,0.008390971
256.5745821777229,0.0024512622
256.5735562598661,-0.010918183
256.57253034200926,0.00054179993
256.57150442415247,0.0010979088
256.5704785062957,-0.0007182504
256.5694525884388,-0.00023626378
256.568426670582,-0.012489234
256.5674007527252,-0.00030600565
256.5663748348684,0.0019313274
256.5653489170116,0.0076771313
256.56432299915474,0.0017962527
256.56329708129795,-0.00604734
256.56227116344115,-0.0021647739
256.5612452455843,-0.004771225
256.5602193277275,-0.0030219406
256.5591934098707,0.00085578277
256.55816749201387,0.0029790858
256.5571415741571,0.010183675
256.5561156563003,0.0020514275
256.5550897384434,-0.0071245367
256.55406382058663,-0.0018265793
256.55303790272984,0.0073728343
256.552011984873,0.0021201007
256.5509860670162,-0.0026966794
256.5499601491594,0.0021626533
256.5489342313026,0.001176467
256.54790831344576,-0.010863732
256.54688239558897,-0.012973192
256.5458564777322,-0.0072591547
256.5448305598753,0.0020704807
256.54380464201853,0.01012958
256.54277872416174,0.012234849
256.5417528063049,0.015040929
256.5407268884481,0.016882526
256.5397009705913,0.012307488
256.53867505273445,0.005510034
256.53764913487765,0.007646175
256.53662321702086,0.0102743115
256.535597299164,-0.00049144274
256.5345713813072,-0.0030654985
256.5335454634504,-0.001678689
256.5325195455936,-0.012327722
256.5314936277368,-0.0036009627
256.53046770988,0.007457808
256.52944179202314,-0.0031166684
256.52841587416634,-0.0035042125
256.52738995630955,0.008989525
256.52636403845275,0.0023221762
256.5253381205959,0.005402152
256.5243122027391,0.015726797
256.5232862848823,0.007083245
256.52226036702547,-0.0030382115
256.5212344491687,-0.005015538
256.5202085313119,0.0024451795
256.51918261345503,0.005773799
256.51815669559824,0.012334132
256.51713077774144,0.013176242
256.5161048598846,0.016368505
256.5150789420278,0.0019427065
256.514053024171,0.0004174525
256.51302710631415,0.0005262237
256.51200118845736,-0.0011380301
256.51097527060057,0.010029994
256.5099493527437,0.0020404228
256.5089234348869,7.428987e-05
256.50789751703013,0.0036180925
256.50687159917334,0.005832889
256.5058456813165,0.007255794
256.5048197634597,0.005945898
256.5037938456029,0.00907197
256.50276792774605,0.00640544
256.5017420098892,0.0008696869
256.5007160920324,0.0056866785
256.4996901741756,0.0026779985
256.49866425631876,0.0055676303
256.49763833846197,0.010208884
256.4966124206052,0.0047084927
256.4955865027483,-0.00713202
256.49456058489153,0.0046671676
256.49353466703474,0.008188266
256.49250874917794,-0.0039398125
256.4914828313211,0.0046548154
256.4904569134643,0.0012101018
256.4894309956075,0.0048647183
256.48840507775066,0.0037286754
256.48737915989386,-0.0037402543
256.48635324203707,0.00050327514
256.4853273241802,-0.0042591617
256.4843014063234,-0.002156295
256.48327548846663,-0.009465094
256.4822495706098,-0.0010153695
256.481223652753,0.008226238
256.4801977348962,0.0036624123
256.47917181703934,-0.007821387
256.47814589918255,-0.0081391735
256.47711998132576,-0.006895866
256.4760940634689,-0.0017897494
256.4750681456121,-0.0035497712
256.4740422277553,-0.002907625
256.4730163098985,0.0031977668
256.4719903920417,-0.0074917856
256.4709644741849,-0.013614698
256.4699385563281,0.0027607025
256.46891263847124,-0.0005910128
256.46788672061444,0.0029942286
256.46686080275765,0.0040469645
256.4658348849008,0.005269799
256.464808967044,0.007999106
256.4637830491872,0.005211623
256.46275713133036,0.005705956
256.46173121347357,0.0075774565
256.4607052956168,0.0059112557
256.4596793777599,-0.00048044499
256.45865345990313,-0.00015288906
256.45762754204634,-0.005579136
256.4566016241895,-0.016064778
256.4555757063327,-0.0032191237
256.4545497884759,-0.00014240856
256.45352387061905,-0.002882569
256.45249795276226,-0.003206376
256.45147203490546,-0.0037794542
256.45044611704867,0.0006686015
256.4494201991918,0.0043073418
256.448394281335,0.008276804
256.44736836347823,0.008992985
256.4463424456214,-0.00952059
256.4453165277646,-0.016723737
256.4442906099078,-0.0037547308
256.44326469205095,-0.004058315
256.44223877419415,0.0016945103
256.44121285633736,0.0036450322
256.4401869384805,0.006924925
256.4391610206237,0.0010100941
256.4381351027669,0.000230554
256.43710918491007,-0.005646207
256.4360832670533,-0.022586195
256.4350573491964,-0.0143008325
256.43403143133963,-0.002074006
256.43300551348284,0.007121339
256.431979595626,-2.5518835e-05
256.4309536777692,-0.010095439
256.4299277599124,0.00020732475
256.42890184205555,0.0070487163
256.42787592419876,0.0044593005
256.42685000634197,0.0080142105
256.4258240884851,0.017869014
256.4247981706283,0.008822535
256.4237722527715,-0.0019138856
256.4227463349147,-0.008410787
