x,y
-1346.94543911798,0.010594692
-1345.37193217364,0.009280449
-1343.7984252292997,0.0060479683
-1342.22491828496,0.006579226
-1340.65141134062,0.0092034135
-1339.07790439628,0.0062792227
-1337.50439745194,0.0078535415
-1335.9308905075998,0.010468863
-1334.35738356326,0.010216735
-1332.78387661892,0.0046342122
-1331.2103696745799,0.005718022
-1329.63686273024,0.0040451013
-1328.0633557859,0.005861904
-1326.4898488415602,0.005793939
-1324.9163418972198,0.010157104
-1323.34283495288,0.008654669
-1321.76932800854,0.0012554575
-1320.1958210642001,0.0046296916
-1318.62231411986,0.0062505007
-1317.0488071755199,0.0065344307
-1315.47530023118,0.0076891235
-1313.90179328684,0.0065560536
-1312.3282863425,0.0047286586
-1310.75477939816,0.00258617
-1309.18127245382,0.0045012315
-1307.60776550948,0.005773064
-1306.03425856514,0.006500037
-1304.4607516208,0.006474264
-1302.88724467646,0.006045538
-1301.3137377321198,0.006690517
-1299.74023078778,0.0015964649
-1298.16672384344,0.0038898473
-1296.5932168991,0.0052496046
-1295.01970995476,0.0057254927
-1293.4462030104198,0.0051552798
-1291.8726960660802,0.011892755
-1290.29918912174,0.009638857
-1288.7256821774,0.0070660133
-1287.15217523306,0.006373551
-1285.5786682887199,0.0077136643
-1284.0051613443802,0.008253358
-1282.4316544000399,0.007718874
-1280.8581474557,0.008288966
-1279.28464051136,0.00496125
-1277.71113356702,0.0020540762
-1276.13762662268,0.0065615294
-1274.56411967834,0.008361926
-1272.990612734,0.00989057
-1271.41710578966,0.00866765
-1269.8435988453198,0.0070739156
-1268.27009190098,0.008069952
-1266.69658495664,0.007791212
-1265.1230780122999,0.0068326136
-1263.54957106796,0.005109003
-1261.9760641236198,0.0063824
-1260.4025571792802,0.012240011
-1258.8290502349398,0.010017956
-1257.2555432906,0.004563234
-1255.68203634626,0.007054744
-1254.10852940192,0.0082308985
-1252.53502245758,0.005247021
-1250.9615155132399,0.008106833
-1249.3880085689,0.0058797104
-1247.81450162456,0.005332395
-1246.24099468022,0.0031945752
-1244.66748773588,0.005704857
-1243.09398079154,0.008829363
-1241.5204738472,0.007050807
-1239.94696690286,0.008293469
-1238.37345995852,0.0070109502
-1236.7999530141801,0.014074042
-1235.2264460698398,0.014816124
-1233.6529391254999,0.009173214
-1232.07943218116,0.010406058
-1230.50592523682,0.0062006135
-1228.93241829248,0.006730485
-1227.3589113481398,0.010716633
-1225.7854044038002,0.010289427
-1224.21189745946,0.0034647458
-1222.63839051512,0.0071664946
-1221.06488357078,0.0076346565
-1219.49137662644,0.009678123
-1217.9178696821002,0.0085342005
-1216.3443627377599,0.0074791694
-1214.77085579342,0.005875952
-1213.19734884908,0.00426188
-1211.62384190474,0.0022727917
-1210.0503349604,0.005956366
-1208.47682801606,0.0075126668
-1206.90332107172,0.008168861
-1205.3298141273801,0.008900199
-1203.7563071830398,0.00163875
-1202.1828002387,0.004826974
-1200.60929329436,0.008468154
-1199.0357863500199,0.009436208
-1197.46227940568,0.009621044
-1195.8887724613398,0.008452635
-1194.3152655170002,0.0048146127
-1192.7417585726598,0.0041852253
-1191.16825162832,0.009961883
-1189.59474468398,0.01094569
-1188.02123773964,0.008627471
-1186.4477307953,0.00686175
-1184.8742238509599,0.0041395086
-1183.30071690662,0.007206497
-1181.72720996228,0.0046342267
-1180.1537030179397,0.007371727
-1178.5801960736,0.0097599
-1177.00668912926,0.01046028
-1175.43318218492,0.008340479
-1173.85967524058,0.0051521775
-1172.2861682962398,0.009109174
-1170.7126613519001,0.010829585
-1169.13915440756,0.006926204
-1167.5656474632199,0.012448655
-1165.99214051888,0.011445968
-1164.41863357454,0.006928314
-1162.8451266302002,0.010667285
-1161.2716196858598,0.009763528
-1159.69811274152,0.0045486474
-1158.12460579718,0.004565529
-1156.55109885284,0.0050423006
-1154.9775919085,0.0068547227
-1153.40408496416,0.006360784
-1151.83057801982,0.003572139
-1150.2570710754799,0.004144064
-1148.68356413114,0.0058428184
-1147.1100571868,0.007578834
-1145.53655024246,0.006918123
-1143.96304329812,0.0038034269
-1142.38953635378,0.0029516693
-1140.81602940944,0.0060101054
-1139.2425224651001,0.008173562
-1137.6690155207598,0.008419604
-1136.0955085764201,0.0065778424
-1134.52200163208,0.0021450946
-1132.94849468774,0.0003574227
-1131.3749877434,0.00519829
-1129.8014807990598,0.008156832
-1128.2279738547202,0.0040816315
-1126.65446691038,0.005356953
-1125.08095996604,0.004800151
-1123.5074530217,0.004014482
-1121.93394607736,0.00736652
-1120.36043913302,0.0038383054
-1118.7869321886799,0.007643024
-1117.21342524434,0.010343129
-1115.6399183,0.0071214833
-1114.0664113556597,0.0054130037
-1112.49290441132,0.0069594122
-1110.91939746698,0.005233812
-1109.34589052264,0.0059947763
-1107.7723835783,0.008986393
-1106.1988766339598,0.008600413
-1104.6253696896201,0.007389737
-1103.05186274528,0.0064243767
-1101.4783558009399,0.0055479095
-1099.9048488566,0.007979147
-1098.3313419122599,0.00946722
-1096.7578349679202,0.0079099145
-1095.1843280235798,0.0061117243
-1093.61082107924,0.00709995
-1092.0373141349,0.008870453
-1090.4638071905597,0.0022744657
-1088.89030024622,0.006529333
-1087.31679330188,0.0065780724
-1085.74328635754,0.008049502
-1084.1697794131999,0.007162318
-1082.59627246886,0.0015822448
-1081.02276552452,0.0030246892
-1079.44925858018,0.0060601346
-1077.8757516358398,0.007433939
-1076.3022446915,0.0065641985
-1074.72873774716,0.008825221
-1073.1552308028201,0.0054796627
-1071.5817238584798,0.0020226848
-1070.00821691414,0.004069663
-1068.4347099698,0.0060763857
-1066.86120302546,0.005610091
-1065.28769608112,0.005673669
-1063.7141891367799,0.0068780473
-1062.1406821924402,0.006367928
-1060.5671752481,0.010520616
-1058.99366830376,0.0065399623
-1057.42016135942,0.0073617348
-1055.84665441508,0.008708356
-1054.2731474707402,0.0078040897
-1052.6996405264,0.0032604248
-1051.12613358206,0.0065379795
-1049.55262663772,0.0067910645
-1047.97911969338,0.006727062
-1046.40561274904,0.0061002104
-1044.8321058047,0.004748801
-1043.25859886036,0.0021143896
-1041.68509191602,0.007881001
-1040.11158497168,0.0037385796
-1038.53807802734,0.007408645
-1036.964571083,0.006910672
-1035.3910641386599,0.006615432
-1033.81755719432,0.0045346115
-1032.2440502499799,0.005400338
-1030.67054330564,0.005782719
-1029.0970363612998,0.008013312
-1027.52352941696,0.009974776
-1025.95002247262,0.005527421
-1024.37651552828,0.0019680536
-1022.80300858394,0.0046580397
-1021.2295016396,0.0071757715
-1019.65599469526,0.004650531
-1018.08248775092,0.0066823047
-1016.50898080658,0.0054910216
-1014.93547386224,0.007033231
-1013.3619669179,0.006922921
-1011.78845997356,0.006113422
-1010.2149530292199,0.006024507
-1008.6414460848799,0.004683558
-1007.0679391405399,0.008133569
-1005.4944321962,0.008559937
-1003.9209252518599,0.005734952
-1002.34741830752,0.008932804
-1000.77391136318,0.011599077
-999.20040441884,0.0076568592
-997.6268974745,0.006854993
-996.05339053016,0.0056402413
-994.47988358582,0.0067217923
-992.90637664148,0.006329884
-991.3328696971399,0.0050952663
-989.7593627528,0.007266817
-988.1858558084599,0.0051711993
-986.61234886412,0.007825706
-985.03884191978,0.007866658
-983.46533497544,0.008505961
-981.8918280311,0.0068471944
-980.3183210867601,0.0038871153
-978.74481414242,0.005682206
-977.1713071980801,0.0052038818
-975.5978002537399,0.0046844445
-974.0242933093999,0.0048438273
-972.45078636506,0.0104291225
-970.8772794207199,0.00512893
-969.30377247638,0.0025785156
-967.7302655320399,0.004940663
-966.1567585877,0.006142117
-964.58325164336,0.008606231
-963.00974469902,0.009370821
-961.43623775468,0.004033063
-959.86273081034,0.007534067
-958.2892238659999,0.006799938
-956.71571692166,0.0077435253
-955.1422099773199,0.011707917
-953.56870303298,0.01022845
-951.99519608864,0.0066293487
-950.4216891443,0.008162295
-948.84818219996,0.009787761
-947.27467525562,0.01186267
-945.70116831128,0.013427363
-944.1276613669401,0.009828524
-942.5541544225999,0.011445703
-940.98064747826,0.014281873
-939.40714053392,0.013451204
-937.8336335895799,0.010067583
-936.26012664524,0.014433815
-934.6866197008999,0.014334523
-933.11311275656,0.011846035
-931.53960581222,0.013524457
-929.96609886788,0.013526709
-928.39259192354,0.007841697
-926.8190849791999,0.0095568495
-925.2455780348599,0.008923919
-923.67207109052,0.0098839365
-922.0985641461799,0.0062861713
-920.52505720184,0.0073789973
-918.9515502575,0.0069798245
-917.37804331316,0.009094645
-915.80453636882,0.0065790555
-914.23102942448,0.00844381
-912.65752248014,0.0059001143
-911.0840155358001,0.007858326
-909.5105085914599,0.0070035537
-907.93700164712,0.008499513
-906.3634947027799,0.006245736
-904.78998775844,0.00931643
-903.2164808141,0.006834992
-901.6429738697599,0.0051522357
-900.06946692542,0.0077068
-898.49595998108,0.0112603055
-896.92245303674,0.009915977
-895.3489460924,0.0051659974
-893.77543914806,0.004682565
-892.2019322037199,0.0067947283
-890.62842525938,0.0061068367
-889.0549183150399,0.005775103
-887.4814113707,0.007372229
-885.9079044263599,0.010241047
-884.33439748202,0.008947607
-882.76089053768,0.006551268
-881.18738359334,0.004970432
-879.613876649,0.01039945
-878.0403697046601,0.007881307
-876.4668627603199,0.0065900204
-874.89335581598,0.007105907
-873.3198488716399,0.0032366766
-871.7463419273,0.0054508224
-870.17283498296,0.0040813787
-868.59932803862,0.009884663
-867.02582109428,0.0061215507
-865.4523141499399,0.004567692
-863.8788072056,0.0065449243
-862.30530026126,0.008885185
-860.73179331692,0.009124085
-859.1582863725799,0.008615659
-857.58477942824,0.009854611
-856.0112724838999,0.0067308424
-854.43776553956,0.00576783
-852.86425859522,0.0046271854
-851.2907516508799,0.00325207
-849.7172447065399,0.005455615
-848.1437377622,0.0023321966
-846.57023081786,0.0074296235
-844.9967238735201,0.008286532
-843.4232169291801,0.006940311
-841.8497099848399,0.0054054176
-840.2762030404999,0.005351863
-838.70269609616,0.010476417
-837.12918915182,0.007028562
-835.5556822074801,0.0049090413
-833.9821752631399,0.005127308
-832.4086683188,0.007497655
-830.83516137446,0.006252625
-829.2616544301201,0.0026255625
-827.6881474857801,0.002381248
-826.1146405414398,0.0056532123
-824.5411335970999,0.008434733
-822.9676266527599,0.006603412
-821.39411970842,0.009421527
-819.82061276408,0.006873322
-818.2471058197399,0.00875149
-816.6735988753999,0.010470196
-815.10009193106,0.005845736
-813.52658498672,0.0034544496
-811.9530780423801,0.0044254004
-810.3795710980398,0.005386702
-808.8060641536999,0.0050566457
-807.2325572093599,0.0054074707
-805.65905026502,0.005898551
-804.08554332068,0.0077102142
-802.5120363763401,0.010403219
-800.9385294319999,0.01270747
-799.36502248766,0.008997944
-797.79151554332,0.009367527
-796.2180085989801,0.009244778
-794.6445016546401,0.0062115486
-793.0709947102998,0.006131814
-791.4974877659599,0.0037669432
-789.9239808216199,0.00929788
-788.35047387728,0.009723328
-786.77696693294,0.0075144647
-785.2034599885999,0.007258726
-783.6299530442599,0.0068729045
-782.05644609992,0.0014636937
-780.48293915558,0.004289054
-778.9094322112401,0.010554033
-777.3359252668998,0.00854362
-775.7624183225599,0.005793768
-774.1889113782199,0.013519008
-772.61540443388,0.0073400377
-771.04189748954,0.0027123047
-769.4683905451999,0.008502516
-767.8948836008599,0.0067537315
-766.32137665652,0.0061568515
-764.74786971218,0.0039099846
-763.1743627678401,0.0014466955
-761.6008558235001,0.0062139602
-760.02734887916,0.009694692
-758.4538419348199,0.0068461797
-756.88033499048,0.0034853446
-755.30682804614,0.005374248
-753.7333211018001,0.006858103
-752.1598141574599,0.008314777
-750.5863072131199,0.0055782576
-749.01280026878,0.002784732
-747.43929332444,0.00738936
-745.8657863801001,0.00776351
-744.2922794357598,0.0058853514
-742.7187724914199,0.0062098904
-741.1452655470799,0.002281236
-739.57175860274,0.004814579
-737.9982516584,0.0073994445
-736.4247447140599,0.008932393
-734.8512377697199,0.007451652
-733.27773082538,0.004491106
-731.70422388104,0.00965606
-730.1307169367001,0.004974753
-728.5572099923598,0.0060249413
-726.98370304802,0.005404665
-725.4101961036799,0.0064774426
-723.83668915934,0.0077394038
-722.263182215,0.0093307495
-720.6896752706601,0.005620856
-719.1161683263199,0.010523805
-717.5426613819799,0.007063444
-715.96915443764,0.0057576587
-714.3956474933,0.0047361655
-712.8221405489601,0.0051964107
-711.2486336046198,0.007412871
-709.67512666028,0.005835016
-708.1016197159399,0.009736647
-706.5281127716,0.009075478
-704.95460582726,0.0041180975
-703.3810988829199,0.003036534
-701.8075919385799,0.0045482167
-700.23408499424,0.005636518
-698.6605780499,0.006094004
-697.0870711055601,0.007332649
-695.5135641612198,0.008954206
-693.94005721688,0.012151746
-692.3665502725399,0.009884275
-690.7930433282,0.006132678
-689.21953638386,0.0077513386
-687.6460294395199,0.008345447
-686.0725224951799,0.005782635
-684.49901555084,0.009738009
-682.9255086065,0.013249343
-681.3520016621601,0.007559681
-679.7784947178201,0.010714138
-678.2049877734798,0.011052175
-676.63148082914,0.004669891
-675.0579738847999,0.0049150516
-673.48446694046,0.006717886
-671.91095999612,0.004658754
-670.3374530517799,0.0046518277
-668.7639461074399,0.01080564
-667.1904391631,0.00715182
-665.61693221876,0.006332177
-664.0434252744201,0.0056711733
-662.4699183300798,0.004788975
-660.89641138574,0.0059348023
-659.3229044413999,0.010370353
-657.74939749706,0.010939151
-656.17589055272,0.0068732155
-654.6023836083799,0.00833663
-653.0288766640399,0.007271925
-651.4553697197,0.008028654
-649.88186277536,0.0022367677
-648.3083558310201,0.003904099
-646.7348488866799,0.0037831375
-645.16134194234,0.0049686413
-643.587834998,0.006664344
-642.0143280536599,0.0041500363
-640.44082110932,0.007525342
-638.86731416498,0.008605872
-637.2938072206399,0.006267671
-635.7203002762999,0.0054232385
-634.14679333196,0.00524024
-632.57328638762,0.005325903
-630.9997794432801,0.004998499
-629.4262724989399,0.005950909
-627.8527655546,0.008802893
-626.27925861026,0.0059737596
-624.70575166592,0.0049411696
-623.13224472158,0.006391857
-621.5587377772399,0.0088821845
-619.9852308328999,0.008322297
-618.41172388856,0.0060617486
-616.83821694422,0.005512314
-615.2647099998801,0.007888227
-613.6912030555399,0.0066417106
-612.1176961112,0.0064937244
-610.54418916686,0.007493622
-608.97068222252,0.007738029
-607.39717527818,0.010432884
-605.8236683338398,0.008345223
-604.2501613894999,0.0066605075
-602.6766544451599,0.0035388141
-601.10314750082,0.0067078583
-599.52964055648,0.005800846
-597.9561336121401,0.006168009
-596.3826266677999,0.006123462
-594.80911972346,0.0060291626
-593.23561277912,0.008446771
-591.66210583478,0.0070388964
-590.08859889044,0.002661675
-588.5150919460999,0.0075228703
-586.9415850017599,0.0067878435
-585.36807805742,0.0052227443
-583.79457111308,0.00618041
-582.2210641687401,0.005907126
-580.6475572243999,0.0062834835
-579.07405028006,0.013135898
-577.50054333572,0.010369963
-575.92703639138,0.007931227
-574.35352944704,0.0077313157
-572.7800225026999,0.011738131
-571.2065155583599,0.009927596
-569.6330086140199,0.0024278376
-568.05950166968,0.008491389
-566.48599472534,0.0065990863
-564.9124877809999,0.0048776274
-563.3389808366599,0.005087966
-561.76547389232,0.008644342
-560.19196694798,0.008871542
-558.61846000364,0.0096901655
-557.0449530593,0.0063319593
-555.4714461149599,0.004283222
-553.8979391706199,0.0053027705
-552.32443222628,0.005404544
-550.75092528194,0.006244422
-549.1774183376001,0.0063447263
-547.6039113932599,0.011613773
-546.03040444892,0.008558402
-544.45689750458,0.006637335
-542.8833905602401,0.01
-541.3098836159,0.0084738
-539.7363766715599,0.0063952818
-538.1628697272199,0.012096797
-536.58936278288,0.0079418095
-535.01585583854,0.005402404
-533.4423488942001,0.005076603
-531.8688419498599,0.004557873
-530.2953350055199,0.004710021
-528.72182806118,0.007820298
-527.14832111684,0.0049255784
-525.5748141725,0.0035732805
-524.0013072281598,0.006646828
-522.4278002838199,0.0060160873
-520.8542933394799,0.005886746
-519.28078639514,0.0061505465
-517.7072794508,0.0053766244
-516.1337725064601,0.006559858
-514.5602655621199,0.00796381
-512.98675861778,0.0071930136
-511.41325167343996,0.007180561
-509.8397447291,0.0052618575
-508.26623778476005,0.0069728307
-506.69273084041987,0.006971606
-505.1192238960799,0.0079412265
-503.54571695173996,0.007422852
-501.9722100074,0.00516816
-500.39870306306005,0.010640098
-498.8251961187199,0.0074450034
-497.2516891743799,0.0062573785
-495.67818223003997,0.007182839
-494.1046752857,0.005273112
-492.53116834136006,0.0046785995
-490.9576613970199,0.009807135
-489.3841544526799,0.0107883895
-487.81064750833997,0.009441837
-486.237140564,0.0068167024
-484.66363361966006,0.008835164
-483.0901266753199,0.0055605695
-481.5166197309799,0.009745619
-479.94311278664,0.004372475
-478.3696058423,0.004189536
-476.79609889796006,0.009868602
-475.22259195362005,0.011554974
-473.6490850092799,0.005740253
-472.0755780649399,0.0045348983
-470.50207112059996,0.0053327847
-468.92856417626,0.0071032695
